id,URL,Name,category,Size,Serving,Calories,AverageRatings,Ratings,image_link
269,http://allrecipes.com/recipe/microwave-popcorn/detail.aspx,Microwave Popcorn,Fruits and Vegetables,110.04,3,137,4.68,122,http://images.media-allrecipes.com/userphotos/140x140/00/87/35/873574.jpg
270,http://allrecipes.com/recipe/chocolate-zucchini-cake-iii/detail.aspx,Chocolate Zucchini Cake III,Fruits and Vegetables,1690.35,24,269,4.63,109,http://images.media-allrecipes.com/userphotos/140x140/00/70/86/708659.jpg
271,http://allrecipes.com/recipe/boston-iced-tea/detail.aspx,Boston Iced Tea,Fruits and Vegetables,4449.96,14,118,4.62,63,http://images.media-allrecipes.com/userphotos/140x140/00/73/88/738892.jpg
272,http://allrecipes.com/recipe/louisiana-sweet-potato-pancakes/detail.aspx,Louisiana Sweet Potato Pancakes,Fruits and Vegetables,1070.13,8,215,4.38,64,http://images.media-allrecipes.com/userphotos/140x140/00/25/77/257720.jpg
273,http://allrecipes.com/recipe/summer-potato-salad/detail.aspx,Summer Potato Salad,Fruits and Vegetables,1272.47,7,313,4.56,50,http://images.media-allrecipes.com/userphotos/140x140/00/71/65/716571.jpg
274,http://allrecipes.com/recipe/its-chili-by-george/detail.aspx,It's Chili by George!!,Fruits and Vegetables,4048.28,10,305,4.64,651,http://images.media-allrecipes.com/userphotos/140x140/00/16/40/164086.jpg
275,http://allrecipes.com/recipe/kickin-collard-greens/detail.aspx,Kickin' Collard Greens,Fruits and Vegetables,1310.6,6,127,4.63,227,http://images.media-allrecipes.com/userphotos/140x140/00/81/08/810860.jpg
276,http://allrecipes.com/recipe/chicken-breasts-with-balsamic-vinegar-and-garlic/detail.aspx,Chicken Breasts with Balsamic Vinegar and Garlic,Fruits and Vegetables,1096.33,4,268,4.49,669,http://images.media-allrecipes.com/userphotos/140x140/00/19/78/197877.jpg
277,http://allrecipes.com/recipe/twice-baked-potatoes-ii/detail.aspx,Twice Baked Potatoes II,Fruits and Vegetables,2951.95,6,722,4.6,52,http://images.media-allrecipes.com/userphotos/140x140/00/96/14/961409.jpg
278,http://allrecipes.com/recipe/restaurant-quality-baked-potato-soup/detail.aspx,Restaurant-Quality Baked Potato Soup,Fruits and Vegetables,2730.76,6,492,4.45,97,http://images.media-allrecipes.com/userphotos/140x140/00/60/95/609531.jpg
279,http://allrecipes.com/recipe/daddys-popcorn/detail.aspx,Daddy's Popcorn,Fruits and Vegetables,198.48,4,285,4.67,51,http://images.media-allrecipes.com/userphotos/140x140/00/65/23/652328.jpg
280,http://allrecipes.com/recipe/best-fried-green-tomatoes/detail.aspx,Best Fried Green Tomatoes,Fruits and Vegetables,2080.13,4,510,4.67,141,http://images.media-allrecipes.com/userphotos/140x140/00/70/60/706067.jpg
281,http://allrecipes.com/recipe/seven-layer-tortilla-pie/detail.aspx,Seven Layer Tortilla Pie,Fruits and Vegetables,2324.75,6,405,4.4,158,http://images.media-allrecipes.com/userphotos/140x140/00/07/09/70927.jpg
282,http://allrecipes.com/recipe/taqueria-style-tacos---carne-asada/detail.aspx,Taqueria Style Tacos - Carne Asada,Fruits and Vegetables,3840.16,16,369,4.66,252,http://images.media-allrecipes.com/userphotos/140x140/01/30/07/1300715.jpg
283,http://allrecipes.com/recipe/roasted-chicken-with-risotto-and-caramelized-onions/detail.aspx,Roasted Chicken with Risotto and Caramelized Onions,Fruits and Vegetables,2698.68,4,774,4.22,109,http://images.media-allrecipes.com/userphotos/140x140/00/45/78/457851.jpg
284,http://allrecipes.com/recipe/teriyaki-onion-burgers/detail.aspx,Teriyaki Onion Burgers,Fruits and Vegetables,899.9,4,600,4.46,50,http://images.media-allrecipes.com/userphotos/140x140/00/33/00/330022.jpg
285,http://allrecipes.com/recipe/potato-skillet/detail.aspx,Potato Skillet,Fruits and Vegetables,717.7,2,485,4.53,57,http://images.media-allrecipes.com/userphotos/140x140/00/09/42/94246.jpg
286,http://allrecipes.com/recipe/white-chocolate-and-cranberry-cookies/detail.aspx,White Chocolate and Cranberry Cookies,Fruits and Vegetables,833,24,147,4.58,267,http://images.media-allrecipes.com/userphotos/140x140/01/86/60/1866080.jpg
287,http://allrecipes.com/recipe/lasagna-alfredo-roll-ups/detail.aspx,Lasagna Alfredo Roll Ups,Fruits and Vegetables,1842.99,8,485,4.5,129,http://images.media-allrecipes.com/userphotos/140x140/00/02/16/21661.jpg
288,http://allrecipes.com/recipe/zucchini-yogurt-multigrain-muffins/detail.aspx,Zucchini Yogurt Multigrain Muffins,Fruits and Vegetables,1854.85,24,207,4.53,57,http://images.media-allrecipes.com/userphotos/140x140/00/07/10/71000.jpg
289,http://allrecipes.com/recipe/blueberry-crumb-bars/detail.aspx,Blueberry Crumb Bars,Fruits and Vegetables,1525.1,15,318,4.55,184,http://images.media-allrecipes.com/userphotos/140x140/00/04/86/48625.jpg
290,http://allrecipes.com/recipe/baked-coconut-shrimp/detail.aspx,Baked Coconut Shrimp,Fruits and Vegetables,752.22,4,310,4.42,98,http://images.media-allrecipes.com/userphotos/140x140/00/44/19/441968.jpg
291,http://allrecipes.com/recipe/stuffed-strawberries/detail.aspx,Stuffed Strawberries,Fruits and Vegetables,671.7,4,310,4.69,94,http://images.media-allrecipes.com/userphotos/140x140/00/42/26/422629.jpg
292,http://allrecipes.com/recipe/cowboy-mashed-potatoes/detail.aspx,Cowboy Mashed Potatoes,Fruits and Vegetables,1679.72,10,175,4.5,150,http://images.media-allrecipes.com/userphotos/140x140/00/21/90/219026.jpg
293,http://allrecipes.com/recipe/garlic-asparagus-with-lime/detail.aspx,Garlic Asparagus with Lime,Fruits and Vegetables,542.65,4,73,4.51,57,http://images.media-allrecipes.com/userphotos/140x140/00/24/49/244999.jpg
294,http://allrecipes.com/recipe/pumpkin-waffles-with-apple-cider-syrup/detail.aspx,Pumpkin Waffles with Apple Cider Syrup,Fruits and Vegetables,1790.97,6,530,4.55,62,http://images.media-allrecipes.com/userphotos/140x140/00/29/64/296477.jpg
295,http://allrecipes.com/recipe/limehouse-chicken/detail.aspx,Limehouse Chicken,Fruits and Vegetables,850.11,6,261,4.49,61,http://images.media-allrecipes.com/userphotos/140x140/01/00/85/1008525.jpg
296,http://allrecipes.com/recipe/jeanies-falafel/detail.aspx,Jeanie's Falafel,Fruits and Vegetables,1619.46,6,317,4.31,51,http://images.media-allrecipes.com/userphotos/140x140/00/06/61/66176.jpg
297,http://allrecipes.com/recipe/homemade-crispy-seasoned-french-fries/detail.aspx,Homemade Crispy Seasoned French Fries,Fruits and Vegetables,1617.78,8,192,4.34,197,http://images.media-allrecipes.com/userphotos/140x140/00/17/71/177199.jpg
298,http://allrecipes.com/recipe/marys-roasted-red-pepper-dip/detail.aspx,Mary's Roasted Red Pepper Dip,Fruits and Vegetables,1024.83,32,116,4.45,66,http://images.media-allrecipes.com/userphotos/140x140/00/08/74/87499.jpg
299,http://allrecipes.com/recipe/chicken-fiesta-salad/detail.aspx,Chicken Fiesta Salad,Fruits and Vegetables,1655.13,4,311,4.68,134,http://images.media-allrecipes.com/userphotos/140x140/00/80/93/809315.jpg
300,http://allrecipes.com/recipe/baked-chicken-with-peaches/detail.aspx,Baked Chicken with Peaches,Fruits and Vegetables,1714.58,8,248,4.12,60,http://images.media-allrecipes.com/userphotos/140x140/02/26/36/2263689.jpg
301,http://allrecipes.com/recipe/bevs-orange-chicken/detail.aspx,Bev's Orange Chicken,Fruits and Vegetables,1045.79,8,180,3.97,119,http://images.media-allrecipes.com/userphotos/140x140/00/41/87/418754.jpg
302,http://allrecipes.com/recipe/chicken-and-broccoli-braid/detail.aspx,Chicken and Broccoli Braid,Fruits and Vegetables,1207.17,6,580,4.63,207,http://images.media-allrecipes.com/userphotos/140x140/00/20/38/203806.jpg
303,http://allrecipes.com/recipe/blueberry-zucchini-bread/detail.aspx,Blueberry Zucchini Bread,Fruits and Vegetables,1802.65,12,461,4.82,494,http://images.media-allrecipes.com/userphotos/140x140/00/48/96/489697.jpg
304,http://allrecipes.com/recipe/slow-cooker-chicken-creole/detail.aspx,Slow Cooker Chicken Creole,Fruits and Vegetables,1283.6,4,189,4.23,79,http://images.media-allrecipes.com/userphotos/140x140/00/65/80/658028.jpg
305,http://allrecipes.com/recipe/coconut-cream-pie-i/detail.aspx,Coconut Cream Pie I,Fruits and Vegetables,1021,8,358,4.73,63,http://images.media-allrecipes.com/userphotos/140x140/00/20/83/208338.jpg
306,http://allrecipes.com/recipe/spinach-brownies/detail.aspx,Spinach Brownies,Fruits and Vegetables,1205.89,24,92,4.38,344,http://images.media-allrecipes.com/userphotos/140x140/00/07/60/76077.jpg
307,http://allrecipes.com/recipe/scalloped-potatoes-ii/detail.aspx,Scalloped Potatoes II,Fruits and Vegetables,2493.51,8,313,4.41,120,http://images.media-allrecipes.com/userphotos/140x140/01/89/11/1891123.jpg
308,http://allrecipes.com/recipe/microwave-bread-and-butter-pickles/detail.aspx,Microwave Bread and Butter Pickles,Fruits and Vegetables,719.96,24,36,4.82,60,http://images.media-allrecipes.com/userphotos/140x140/00/09/35/93567.jpg
309,http://allrecipes.com/recipe/good-for-you-greek-salad/detail.aspx,Good for You Greek Salad,Fruits and Vegetables,1268.25,6,187,4.7,102,http://images.media-allrecipes.com/userphotos/140x140/00/00/16/1666.jpg
310,http://allrecipes.com/recipe/chicken-tetrazzini-iv/detail.aspx,Chicken Tetrazzini IV,Fruits and Vegetables,1228.93,4,730,4.44,194,http://images.media-allrecipes.com/userphotos/140x140/00/47/75/477583.jpg
311,http://allrecipes.com/recipe/raspberry-lemon-muffins/detail.aspx,Raspberry Lemon Muffins,Fruits and Vegetables,870.41,12,175,4.21,106,http://images.media-allrecipes.com/userphotos/140x140/00/22/64/226486.jpg
312,http://allrecipes.com/recipe/easy-garlic-broiled-chicken/detail.aspx,Easy Garlic Broiled Chicken,Fruits and Vegetables,753.56,6,303,4.48,386,http://images.media-allrecipes.com/userphotos/140x140/00/35/43/354329.jpg
313,http://allrecipes.com/recipe/apricot-lentil-soup/detail.aspx,Apricot Lentil Soup,Fruits and Vegetables,1695.7,6,263,4.54,61,http://images.media-allrecipes.com/userphotos/140x140/00/47/15/471508.jpg
314,http://allrecipes.com/recipe/grandmas-corn-chowder/detail.aspx,Grandma's Corn Chowder,Fruits and Vegetables,2791,8,255,4.63,115,http://images.media-allrecipes.com/userphotos/140x140/00/57/54/575433.jpg
315,http://allrecipes.com/recipe/restaurant-style-coleslaw-i/detail.aspx,Restaurant-Style Coleslaw I,Fruits and Vegetables,831.63,8,184,4.62,320,http://images.media-allrecipes.com/userphotos/140x140/00/21/60/216007.jpg
316,http://allrecipes.com/recipe/janets-rich-banana-bread/detail.aspx,Janet's Rich Banana Bread,Fruits and Vegetables,1022.43,15,218,4.78,899,http://images.media-allrecipes.com/userphotos/140x140/00/72/05/720505.jpg
317,http://allrecipes.com/recipe/true-blue-custard-crunch-pie/detail.aspx,True Blue Custard Crunch Pie,Fruits and Vegetables,1129.89,8,378,4.74,54,http://images.media-allrecipes.com/userphotos/140x140/00/24/50/245026.jpg
318,http://allrecipes.com/recipe/insalata-caprese-ii/detail.aspx,Insalata Caprese II,Fruits and Vegetables,1240.27,6,311,4.85,81,http://images.media-allrecipes.com/userphotos/140x140/01/88/54/1885469.jpg
319,http://allrecipes.com/recipe/queenies-killer-tomato-bagel-sandwich/detail.aspx,Queenie's Killer Tomato Bagel Sandwich,Fruits and Vegetables,182,1,358,4.79,68,http://images.media-allrecipes.com/userphotos/140x140/00/24/95/249580.jpg
320,http://allrecipes.com/recipe/joys-prizewinning-trifle/detail.aspx,Joy's Prizewinning Trifle,Fruits and Vegetables,2354.4,15,231,4.75,118,http://images.media-allrecipes.com/userphotos/140x140/00/22/77/227709.jpg
321,http://allrecipes.com/recipe/corn-pudding-v/detail.aspx,Corn Pudding V,Fruits and Vegetables,1488.49,12,242,4.7,54,http://images.media-allrecipes.com/userphotos/140x140/00/07/38/73862.jpg
322,http://allrecipes.com/recipe/pumpkin-cake-iii/detail.aspx,Pumpkin Cake III,Fruits and Vegetables,1765.43,14,438,4.83,203,http://images.media-allrecipes.com/userphotos/140x140/00/28/98/289823.jpg
323,http://allrecipes.com/recipe/lemon-cream-cheese-frosting/detail.aspx,Lemon Cream Cheese Frosting,Fruits and Vegetables,919.18,15,236,4.54,54,http://images.media-allrecipes.com/userphotos/140x140/00/17/17/171708.jpg
324,http://allrecipes.com/recipe/baked-fresh-cherry-pie/detail.aspx,Baked Fresh Cherry Pie,Fruits and Vegetables,1225.37,8,410,4.61,57,http://images.media-allrecipes.com/userphotos/140x140/00/24/19/241968.jpg
325,http://allrecipes.com/recipe/smoked-paprika-vinaigrette/detail.aspx,Smoked Paprika Vinaigrette,Fruits and Vegetables,413.25,12,116,4.78,55,http://images.media-allrecipes.com/userphotos/140x140/00/50/75/507555.jpg
326,http://allrecipes.com/recipe/lemon-cake-with-lemon-filling-and-lemon-butter-frosting/detail.aspx,Lemon Cake with Lemon Filling and Lemon Butter Frosting,Fruits and Vegetables,2118.32,12,601,4.31,131,http://images.media-allrecipes.com/userphotos/140x140/01/00/29/1002937.jpg
327,http://allrecipes.com/recipe/nannas-banana-bread/detail.aspx,Nanna's Banana Bread,Fruits and Vegetables,1058.88,12,286,4.63,56,http://images.media-allrecipes.com/userphotos/140x140/00/32/70/327006.jpg
328,http://allrecipes.com/recipe/quick-and-easy-chicken/detail.aspx,Quick and Easy Chicken,Fruits and Vegetables,755.7,4,255,4.37,150,http://images.media-allrecipes.com/userphotos/140x140/01/77/01/1770101.jpg
329,http://allrecipes.com/recipe/magic-cookie-bars-from-eagle-brand/detail.aspx,Magic Cookie Bars from EAGLE BRAND®,Fruits and Vegetables,1340.17,36,167,4.79,179,http://images.media-allrecipes.com/userphotos/140x140/00/66/70/667067.jpg
330,http://allrecipes.com/recipe/prosciutto-wrapped-asparagus/detail.aspx,Prosciutto Wrapped Asparagus,Fruits and Vegetables,528,4,292,4.79,129,http://images.media-allrecipes.com/userphotos/140x140/00/00/88/8808.jpg
331,http://allrecipes.com/recipe/greek-style-garlic-chicken-breast/detail.aspx,Greek Style Garlic Chicken Breast,Fruits and Vegetables,819.51,4,644,4.5,74,http://images.media-allrecipes.com/userphotos/140x140/00/07/51/75161.jpg
332,http://allrecipes.com/recipe/blueberry-pound-cake/detail.aspx,Blueberry Pound Cake,Fruits and Vegetables,1581.13,16,338,4.71,62,http://images.media-allrecipes.com/userphotos/140x140/00/63/36/633692.jpg
333,http://allrecipes.com/recipe/slow-cooker-mashed-potatoes/detail.aspx,Slow Cooker Mashed Potatoes,Fruits and Vegetables,2858.99,8,470,4.7,354,http://images.media-allrecipes.com/userphotos/140x140/00/03/73/37375.jpg
334,http://allrecipes.com/recipe/banana-nut-bread-i/detail.aspx,Banana Nut Bread I,Fruits and Vegetables,1950.38,24,256,4.69,68,http://images.media-allrecipes.com/userphotos/140x140/00/06/62/66286.jpg
335,http://allrecipes.com/recipe/spiced-slow-cooker-applesauce/detail.aspx,Spiced Slow Cooker Applesauce,Fruits and Vegetables,1388.35,8,150,4.63,80,http://images.media-allrecipes.com/userphotos/140x140/00/34/09/340956.jpg
336,http://allrecipes.com/recipe/apple-cranberry-and-pear-crisp/detail.aspx,Apple Cranberry and Pear Crisp,Fruits and Vegetables,1086.89,8,303,4.62,69,http://images.media-allrecipes.com/userphotos/140x140/00/46/95/469537.jpg
337,http://allrecipes.com/recipe/zucchini-boats-on-the-grill/detail.aspx,Zucchini Boats on the Grill,Fruits and Vegetables,632.62,4,120,4.45,55,http://images.media-allrecipes.com/userphotos/140x140/00/11/95/119509.jpg
338,http://allrecipes.com/recipe/pumpkin-dessert/detail.aspx,Pumpkin Dessert,Fruits and Vegetables,2130.65,18,292,4.7,57,http://images.media-allrecipes.com/userphotos/140x140/01/51/68/1516840.jpg
339,http://allrecipes.com/recipe/cranberry-and-cilantro-quinoa-salad/detail.aspx,Cranberry and Cilantro Quinoa Salad,Fruits and Vegetables,902.28,6,176,4.42,73,http://images.media-allrecipes.com/userphotos/140x140/00/92/47/924774.jpg
340,http://allrecipes.com/recipe/butternut-and-apple-harvest-soup/detail.aspx,Butternut and Apple Harvest Soup,Fruits and Vegetables,2473.87,4,314,4.44,64,http://images.media-allrecipes.com/userphotos/140x140/00/12/07/120732.jpg
341,http://allrecipes.com/recipe/awesome-baked-sea-scallops/detail.aspx,Awesome Baked Sea Scallops,Fruits and Vegetables,714.4,4,440,4.45,110,http://images.media-allrecipes.com/userphotos/140x140/00/43/99/439969.jpg
342,http://allrecipes.com/recipe/chinese-cabbage-salad-i/detail.aspx,Chinese Cabbage Salad I,Fruits and Vegetables,1326.25,12,290,4.68,100,http://images.media-allrecipes.com/userphotos/140x140/00/01/11/11122.jpg
343,http://allrecipes.com/recipe/beer-brats/detail.aspx,Beer Brats,Fruits and Vegetables,2525.38,10,382,4.6,67,http://images.media-allrecipes.com/userphotos/140x140/00/63/31/633138.jpg
344,http://allrecipes.com/recipe/sesame-parmesan-zucchini/detail.aspx,Sesame Parmesan Zucchini,Fruits and Vegetables,243.45,4,90,4.31,61,http://images.media-allrecipes.com/userphotos/140x140/00/09/57/95752.jpg
345,http://allrecipes.com/recipe/aunt-normas-rhubarb-muffins/detail.aspx,Aunt Norma's Rhubarb Muffins,Fruits and Vegetables,1239.95,24,157,4.67,73,http://images.media-allrecipes.com/userphotos/140x140/01/13/00/1130069.jpg
346,http://allrecipes.com/recipe/best-lemonade-ever/detail.aspx,Best Lemonade Ever,Fruits and Vegetables,2612,20,72,4.79,485,http://images.media-allrecipes.com/userphotos/140x140/00/09/35/93569.jpg
347,http://allrecipes.com/recipe/new-red-potato-salad/detail.aspx,New Red Potato Salad,Fruits and Vegetables,2129.63,12,315,4.59,119,http://images.media-allrecipes.com/userphotos/140x140/00/69/71/697157.jpg
348,http://allrecipes.com/recipe/chicken-alfredo/detail.aspx,Chicken Alfredo,Fruits and Vegetables,1315.01,4,645,4.32,71,http://images.media-allrecipes.com/userphotos/140x140/00/13/77/137761.jpg
349,http://allrecipes.com/recipe/spicy-black-bean-cakes/detail.aspx,Spicy Black Bean Cakes,Fruits and Vegetables,1478.65,8,219,4.32,78,http://images.media-allrecipes.com/userphotos/140x140/00/46/09/460900.jpg
350,http://allrecipes.com/recipe/terrys-texas-pinto-beans/detail.aspx,Terry's Texas Pinto Beans,Fruits and Vegetables,1906.69,8,210,4.46,116,http://images.media-allrecipes.com/userphotos/140x140/00/12/93/129385.jpg
351,http://allrecipes.com/recipe/turkey-pot-pie-i/detail.aspx,Turkey Pot Pie I,Fruits and Vegetables,2312.47,8,482,4.66,197,http://images.media-allrecipes.com/userphotos/140x140/00/81/90/819016.jpg
352,http://allrecipes.com/recipe/cream-of-fresh-asparagus-soup-ii/detail.aspx,Cream of Fresh Asparagus Soup II,Fruits and Vegetables,1308.27,4,196,4.69,104,http://images.media-allrecipes.com/userphotos/140x140/00/48/65/486531.jpg
353,http://allrecipes.com/recipe/apricot-brown-sugar-ham/detail.aspx,Apricot Brown Sugar Ham,Fruits and Vegetables,4800.33,15,801,4.79,62,http://images.media-allrecipes.com/userphotos/140x140/00/03/56/35617.jpg
354,http://allrecipes.com/recipe/gumbo-style-chicken-creole/detail.aspx,Gumbo Style Chicken Creole,Fruits and Vegetables,1171.6,5,167,4.62,97,http://images.media-allrecipes.com/userphotos/140x140/00/80/28/802815.jpg
355,http://allrecipes.com/recipe/best-ever-jalapeno-poppers/detail.aspx,Best Ever Jalapeno Poppers,Fruits and Vegetables,3144.2,32,149,4.64,207,http://images.media-allrecipes.com/userphotos/140x140/00/47/63/476337.jpg
356,http://allrecipes.com/recipe/vegan-red-lentil-soup/detail.aspx,Vegan Red Lentil Soup,Fruits and Vegetables,1146.49,4,303,4.61,61,http://images.media-allrecipes.com/userphotos/140x140/00/14/05/140506.jpg
357,http://allrecipes.com/recipe/skillet-ham-cabbage-and-potatoes/detail.aspx,Skillet Ham Cabbage and Potatoes,Fruits and Vegetables,2244.45,4,453,4.56,102,http://images.media-allrecipes.com/userphotos/140x140/00/16/51/165115.jpg
358,http://allrecipes.com/recipe/strawberries-and-cream-cake/detail.aspx,Strawberries and Cream Cake,Fruits and Vegetables,3335.15,12,867,4.37,57,http://images.media-allrecipes.com/userphotos/140x140/00/95/19/951911.jpg
359,http://allrecipes.com/recipe/cranberry-sauce-chicken-ii/detail.aspx,Cranberry Sauce Chicken II,Fruits and Vegetables,1275,7,397,4.25,61,http://images.media-allrecipes.com/userphotos/140x140/00/21/16/211646.jpg
360,http://allrecipes.com/recipe/oatmeal-and-wheat-flour-blueberry-pancakes/detail.aspx,Oatmeal and Wheat Flour Blueberry Pancakes,Fruits and Vegetables,1062.14,8,250,4.57,108,http://images.media-allrecipes.com/userphotos/140x140/00/34/09/340987.jpg
361,http://allrecipes.com/recipe/rhubarb-and-strawberry-pie/detail.aspx,Rhubarb and Strawberry Pie,Fruits and Vegetables,1888.5,8,437,4.57,153,http://images.media-allrecipes.com/userphotos/140x140/00/23/04/230457.jpg
362,http://allrecipes.com/recipe/roasted-vegetables/detail.aspx,Roasted Vegetables,Fruits and Vegetables,1934.8,12,123,4.64,381,http://images.media-allrecipes.com/userphotos/140x140/00/52/20/522097.jpg
363,http://allrecipes.com/recipe/creamy-banana-bread/detail.aspx,Creamy Banana Bread,Fruits and Vegetables,1320.77,16,289,4.67,256,http://images.media-allrecipes.com/userphotos/140x140/01/14/96/1149605.jpg
364,http://allrecipes.com/recipe/apple-crisp-cups/detail.aspx,Apple Crisp Cups,Fruits and Vegetables,1695.2,48,109,4.55,53,http://images.media-allrecipes.com/userphotos/140x140/00/79/41/794149.jpg
365,http://allrecipes.com/recipe/mongolian-beef-and-spring-onions/detail.aspx,Mongolian Beef and Spring Onions,Meat and Poultry,1567.57,4,391,4.7,80,http://images.media-allrecipes.com/userphotos/140x140/00/70/68/706827.jpg
366,http://allrecipes.com/recipe/awesome-roast-beef/detail.aspx,Awesome Roast Beef,Meat and Poultry,1959.8,7,308,4.54,163,http://images.media-allrecipes.com/userphotos/140x140/00/00/11/1170.jpg
367,http://allrecipes.com/recipe/the-best-sweet-and-sour-meatballs/detail.aspx,The Best Sweet and Sour Meatballs,Meat and Poultry,1347.94,4,516,4.38,132,http://images.media-allrecipes.com/userphotos/140x140/00/72/73/727302.jpg
368,http://allrecipes.com/recipe/hamburger-pie/detail.aspx,Hamburger Pie,Meat and Poultry,2559,6,424,4.23,80,http://images.media-allrecipes.com/userphotos/140x140/00/28/87/288730.jpg
369,http://allrecipes.com/recipe/gravy-baked-pork-chops/detail.aspx,Gravy Baked Pork Chops,Meat and Poultry,937.45,4,234,4.35,223,http://images.media-allrecipes.com/userphotos/140x140/01/65/13/1651378.jpg
370,http://allrecipes.com/recipe/grilled-lemon-herb-pork-chops/detail.aspx,Grilled Lemon Herb Pork Chops,Meat and Poultry,785.15,6,202,4.52,185,http://images.media-allrecipes.com/userphotos/140x140/00/65/24/652407.jpg
371,http://allrecipes.com/recipe/bacon-y-bok-choy/detail.aspx,Bacon-y Bok Choy,Meat and Poultry,1066.76,4,97,4.41,51,http://images.media-allrecipes.com/userphotos/140x140/00/21/55/215508.jpg
372,http://allrecipes.com/recipe/layered-chicken-and-black-bean-enchilada-casserole/detail.aspx,Layered Chicken and Black Bean Enchilada Casserole,Meat and Poultry,1991.2,8,366,4.5,183,http://images.media-allrecipes.com/userphotos/140x140/02/26/59/2265915.jpg
373,http://allrecipes.com/recipe/salisbury-steak/detail.aspx,Salisbury Steak,Meat and Poultry,1230.69,6,440,4.41,817,http://images.media-allrecipes.com/userphotos/140x140/00/17/89/178974.jpg
374,http://allrecipes.com/recipe/penne-with-spicy-vodka-tomato-cream-sauce/detail.aspx,Penne with Spicy Vodka Tomato Cream Sauce,Meat and Poultry,1655.2,8,435,4.71,308,http://images.media-allrecipes.com/userphotos/140x140/00/61/36/613670.jpg
375,http://allrecipes.com/recipe/spicy-rapid-roast-chicken/detail.aspx,Spicy Rapid Roast Chicken,Meat and Poultry,1379.05,8,229,4.54,215,http://images.media-allrecipes.com/userphotos/140x140/00/95/17/951733.jpg
376,http://allrecipes.com/recipe/apple-bacon-tomato-soup/detail.aspx,Apple Bacon Tomato Soup,Meat and Poultry,1869.49,8,195,4.49,59,http://images.media-allrecipes.com/userphotos/140x140/00/29/92/299242.jpg
377,http://allrecipes.com/recipe/spanish-rice-bake/detail.aspx,Spanish Rice Bake,Meat and Poultry,1498.73,6,350,4.37,244,http://images.media-allrecipes.com/userphotos/140x140/00/72/35/723545.jpg
378,http://allrecipes.com/recipe/pasta-e-fagioli-a-la-chez-ivano/detail.aspx,Pasta e Fagioli a la Chez Ivano,Meat and Poultry,7810.4,20,322,4.74,72,http://images.media-allrecipes.com/userphotos/140x140/00/06/85/68592.jpg
379,http://allrecipes.com/recipe/american-lasagna/detail.aspx,American Lasagna,Meat and Poultry,3458.53,8,664,4.64,429,http://images.media-allrecipes.com/userphotos/140x140/01/02/64/1026417.jpg
380,http://allrecipes.com/recipe/porcupines/detail.aspx,Porcupines,Meat and Poultry,1414.46,5,275,4.2,140,http://images.media-allrecipes.com/userphotos/140x140/00/05/83/58373.jpg
381,http://allrecipes.com/recipe/chicken-piccata-ii/detail.aspx,Chicken Piccata II,Meat and Poultry,784.82,4,276,4.35,317,http://images.media-allrecipes.com/userphotos/140x140/00/10/70/107004.jpg
382,http://allrecipes.com/recipe/guinness-corned-beef/detail.aspx,Guinness® Corned Beef,Meat and Poultry,2374.6,16,277,4.43,294,http://images.media-allrecipes.com/userphotos/140x140/00/37/19/371935.jpg
383,http://allrecipes.com/recipe/unbelievable-chicken/detail.aspx,Unbelievable Chicken,Meat and Poultry,1144.29,6,337,4.48,462,http://images.media-allrecipes.com/userphotos/140x140/00/25/94/259409.jpg
384,http://allrecipes.com/recipe/onion-chicken-in-balsamic-sauce/detail.aspx,Onion Chicken in Balsamic Sauce,Meat and Poultry,913.5,2,439,3.99,79,http://images.media-allrecipes.com/userphotos/140x140/01/02/89/1028903.jpg
385,http://allrecipes.com/recipe/american-chop-suey-ii/detail.aspx,American Chop Suey II,Meat and Poultry,1622,5,664,4.15,54,http://images.media-allrecipes.com/userphotos/140x140/01/56/47/1564780.jpg
386,http://allrecipes.com/recipe/marinated-turkey-breast/detail.aspx,Marinated Turkey Breast,Meat and Poultry,2904.27,12,317,4.44,64,http://images.media-allrecipes.com/userphotos/140x140/01/03/55/1035568.jpg
387,http://allrecipes.com/recipe/chicken-parmigiana/detail.aspx,Chicken Parmigiana,Meat and Poultry,755.4,2,528,4.58,322,http://images.media-allrecipes.com/userphotos/140x140/00/88/96/889653.jpg
388,http://allrecipes.com/recipe/italian-sausage-soup-ii/detail.aspx,Italian Sausage Soup II,Meat and Poultry,2922.05,8,365,4.82,57,http://images.media-allrecipes.com/userphotos/140x140/00/05/77/57710.jpg
389,http://allrecipes.com/recipe/creamy-chicken-lasagna/detail.aspx,Creamy Chicken Lasagna,Meat and Poultry,1738.05,6,495,4.55,179,http://images.media-allrecipes.com/userphotos/140x140/00/51/02/510286.jpg
390,http://allrecipes.com/recipe/white-chili-with-ground-turkey/detail.aspx,White Chili with Ground Turkey,Meat and Poultry,3723.25,8,396,4.36,225,http://images.media-allrecipes.com/userphotos/140x140/00/51/85/518559.jpg
391,http://allrecipes.com/recipe/slow-cooker-latin-chicken/detail.aspx,Slow Cooker Latin Chicken,Meat and Poultry,3712.05,6,591,4.53,105,http://images.media-allrecipes.com/userphotos/140x140/00/78/00/780044.jpg
392,http://allrecipes.com/recipe/blackened-chicken/detail.aspx,Blackened Chicken,Meat and Poultry,239.79,2,135,4.46,219,http://images.media-allrecipes.com/userphotos/140x140/00/80/51/805182.jpg
